applicant_id,business_name,sector,vintage_months,gst_filing_regularity,gst_turnover_growth,gst_itc_mismatch_rate,upi_avg_daily_inflow,upi_inflow_volatility,upi_customer_concentration,aa_avg_balance,aa_bounce_rate,aa_existing_emi_ratio,bureau_thin_signal,default_12m
MSME1986,Sinha LLC,Textiles,11,0.879,0.142,0.161,18879.55,0.233,0.045,62875.71,0.079,0.4,0.686,1
MSME1987,"Aurora, Apte and Goel",Textiles,20,0.622,0.339,0.207,22429.41,0.098,0.256,46629.79,0.042,0.258,0.276,0
MSME1988,Mukhopadhyay Inc,Agri-trade,49,0.932,0.239,0.035,19661.08,0.357,0.174,53746.12,0.069,0.051,0.398,0
MSME1989,Nagarajan-Kanda,Wholesale Trade,11,0.864,0.015,0.091,25802.29,0.482,0.357,21630.57,0.159,0.328,0.611,1
MSME1990,Chandran-Swamy,Auto components,59,0.562,-0.019,0.154,5487.45,0.212,0.147,37246.71,0.232,0.442,0.292,1
MSME1991,"Modi, Wali and Solanki",Textiles,53,0.857,0.266,0.109,23862.07,0.571,0.536,27987.48,0.014,0.241,0.323,0
MSME1992,Bassi-Ramanathan,Textiles,93,0.9,0.12,0.14,669.49,0.065,0.546,15333.8,0.071,0.014,0.568,0
MSME1993,Nath-Bhandari,Textiles,91,0.972,0.038,0.35,13762.06,0.271,0.325,20905.5,0.046,0.209,0.38,0
MSME1994,"Tandon, Kari and Dar",Wholesale Trade,21,0.782,0.055,0.573,4184.33,0.003,0.219,50671.97,0.07,0.087,0.477,0
MSME1995,Sawhney Inc,Agri-trade,74,0.424,0.059,0.14,19125.01,0.308,0.326,63342.61,0.045,0.134,0.741,0
MSME1996,"Wason, Sharaf and Bhargava",Retail/Kirana,34,0.875,-0.004,0.311,40170.78,0.355,0.252,0.0,0.143,0.214,0.657,0
MSME1997,"Suri, Tripathi and Patla",Retail/Kirana,36,0.701,0.208,0.229,33253.83,0.482,0.137,54135.79,0.283,0.203,0.792,0
MSME1998,Mallick-Maharaj,Wholesale Trade,89,0.635,0.087,0.368,2006.47,0.216,0.386,43573.26,0.163,0.092,0.495,0
MSME1999,"Thaker, Tak and Bhandari",Food & Beverage,46,0.758,0.055,0.106,817.32,0.122,0.066,77239.92,0.235,0.411,0.46,0
MSME2000,Narayan-Parmer,Retail/Kirana,55,0.819,-0.028,0.311,25331.86,0.491,0.158,46971.38,0.312,0.468,0.457,0
MSME2001,Bhandari and Sons,Services,89,0.771,0.151,0.262,18164.62,0.279,0.195,15240.98,0.066,0.217,0.684,0
MSME2002,Varughese-Issac,Food & Beverage,43,0.885,0.233,0.26,22468.58,0.22,0.138,0.0,0.221,0.456,0.615,0
MSME2003,"Chaudhary, Upadhyay and Dhawan",Wholesale Trade,47,0.89,0.052,0.088,4382.25,0.177,0.131,38596.27,0.189,0.277,0.144,1
MSME2004,Goyal-Patla,Textiles,27,0.655,0.207,0.101,22351.33,0.381,0.128,28468.57,0.313,0.358,0.528,0
MSME2005,Walla-Dass,Manufacturing,60,0.447,0.209,0.42,11314.82,0.205,0.375,39909.21,0.059,0.331,0.399,1
MSME2006,Bala-Hegde,Services,74,0.25,0.251,0.34,22092.31,0.212,0.017,28943.5,0.232,0.056,0.429,0
MSME2007,"Ray, Master and Mallick",Textiles,52,0.847,0.08,0.246,21028.83,0.26,0.368,76604.91,0.123,0.012,0.953,0
MSME2008,Mammen-Divan,Retail/Kirana,43,0.994,0.135,0.014,8072.61,0.154,0.021,32854.33,0.288,0.422,0.843,0
MSME2009,"Palla, Gupta and Babu",Services,86,0.855,-0.037,0.157,15568.95,0.326,0.145,42834.07,0.21,0.258,0.411,0
MSME2010,Dara-Mallick,Services,69,0.741,-0.107,0.121,22105.54,0.169,0.148,5235.37,0.055,0.387,0.2,0
MSME2011,Viswanathan-Dhaliwal,Food & Beverage,24,0.588,0.049,0.172,38325.45,0.061,0.325,113172.51,0.177,0.223,0.524,0
MSME2012,"Jhaveri, Shanker and Varughese",Food & Beverage,82,0.764,0.084,0.092,39306.37,0.513,0.202,2789.65,0.031,0.319,0.684,0
MSME2013,"Butala, Sandal and Madan",Auto components,20,0.783,-0.152,0.193,34087.19,0.405,0.203,36867.28,0.147,0.165,0.531,1
MSME2014,Baria-Raju,Textiles,85,0.72,0.016,0.192,27069.39,0.105,0.53,0.0,0.175,0.349,0.871,1
MSME2015,Rau and Sons,Agri-trade,9,0.548,0.123,0.073,14193.68,0.582,0.373,0.0,0.267,0.363,0.669,1
MSME2016,Jhaveri-Krishnamurthy,Retail/Kirana,8,0.88,-0.053,0.225,19382.89,0.211,0.253,9495.72,0.119,0.274,0.344,0
MSME2017,Sundaram-Murthy,Manufacturing,67,0.639,0.193,0.144,10471.14,0.51,0.107,103992.67,0.368,0.443,0.509,0
MSME2018,Prakash-Dixit,Agri-trade,81,0.758,-0.176,0.361,1915.35,0.321,0.114,70898.5,0.229,0.554,0.466,0
MSME2019,Dhar-Sant,Services,47,0.593,0.192,0.078,650.59,0.234,0.198,29107.77,0.047,0.342,0.508,1
MSME2020,Jhaveri-Balan,Manufacturing,24,0.484,0.289,0.154,23507.98,0.339,0.1,64573.83,0.093,0.221,0.65,1
MSME2021,Chana Group,Textiles,76,0.801,0.114,0.029,22717.64,0.433,0.153,93063.78,0.31,0.289,0.641,1
MSME2022,Ray-Zacharia,Food & Beverage,23,0.758,0.217,0.113,31917.12,0.149,0.249,55190.25,0.148,0.093,0.576,0
MSME2023,Rama-Dora,Auto components,18,0.511,-0.137,0.353,21931.38,0.241,0.173,28589.75,0.041,0.117,0.524,1
MSME2024,Tailor PLC,Retail/Kirana,13,0.6,-0.128,0.319,26718.46,0.081,0.266,7068.39,0.174,0.099,0.633,0
MSME2025,Grewal-Mangat,Services,69,0.601,0.023,0.188,36164.29,0.236,0.477,43525.6,0.034,0.133,0.475,0
MSME2026,Goyal-Gade,Manufacturing,54,0.882,0.219,0.185,22928.36,0.266,0.136,75622.17,0.083,0.444,0.497,0
MSME2027,Bava Ltd,Manufacturing,62,0.795,0.166,0.149,23254.48,0.127,0.049,0.0,0.114,0.233,0.417,0
MSME2028,Vala-Mann,Wholesale Trade,61,0.786,-0.063,0.39,28416.17,0.676,0.225,26306.02,0.169,0.613,0.395,1
MSME2029,Shanker-Mukherjee,Wholesale Trade,20,0.845,-0.064,0.063,19701.31,0.289,0.122,8996.74,0.034,0.188,0.248,0
MSME2030,Reddy-Jayaraman,Auto components,83,0.768,-0.01,0.315,25401.36,0.379,0.051,92673.58,0.081,0.231,0.502,0
MSME2031,Tailor-Ratti,Textiles,37,0.752,-0.29,0.056,33721.51,0.132,0.135,48034.38,0.086,0.167,0.628,1
MSME2032,Kalla LLC,Manufacturing,66,0.649,0.149,0.226,26828.16,0.36,0.368,75815.82,0.136,0.333,0.771,1
MSME2033,"Bath, Munshi and Kuruvilla",Services,63,0.632,0.122,0.396,17539.17,0.124,0.15,27515.17,0.073,0.399,0.17,0
MSME2034,Bahri Ltd,Manufacturing,14,0.878,0.254,0.405,21814.68,0.102,0.248,84706.0,0.094,0.044,0.37,0
MSME2035,Handa Group,Retail/Kirana,73,0.866,-0.086,0.269,9525.79,0.552,0.188,38168.07,0.15,0.201,0.138,0
MSME2036,Basu LLC,Agri-trade,50,0.78,0.012,0.208,16676.89,0.106,0.365,55545.45,0.113,0.431,0.842,1
MSME2037,"Garde, Chada and Bhargava",Wholesale Trade,39,0.855,0.255,0.217,34224.47,0.274,0.378,43547.11,0.088,0.215,0.804,0
MSME2038,Babu LLC,Wholesale Trade,56,0.709,0.081,0.098,500.0,0.177,0.132,24702.12,0.274,0.482,0.588,0
MSME2039,"Wali, Ratti and Hayre",Agri-trade,65,0.854,0.194,0.45,19712.73,0.582,0.053,36065.64,0.35,0.286,0.282,0
MSME2040,Ramesh-Grewal,Food & Beverage,10,0.808,0.173,0.177,10762.44,0.154,0.074,36137.94,0.196,0.162,0.453,1
MSME2041,Dutt-Raj,Auto components,73,0.45,0.299,0.139,17997.7,0.246,0.246,18237.65,0.163,0.379,0.31,0
MSME2042,"Kakar, Dhingra and Kaul",Textiles,5,0.636,0.081,0.185,17611.22,0.187,0.278,29475.46,0.332,0.138,0.291,0
MSME2043,Kala Inc,Wholesale Trade,34,0.579,0.333,0.238,14697.16,0.705,0.241,64070.01,0.085,0.298,0.278,0
MSME2044,"Lal, D’Alia and Tank",Retail/Kirana,51,0.891,0.003,0.126,3771.36,0.087,0.252,12128.22,0.138,0.159,0.197,1
MSME2045,"Nigam, Dhingra and Trivedi",Services,88,0.779,-0.024,0.1,25520.31,0.56,0.241,39047.07,0.121,0.547,0.574,1
MSME2046,"Bedi, Bhat and Oza",Textiles,36,0.763,0.065,0.159,16428.72,0.209,0.061,56099.59,0.062,0.388,0.5,0
MSME2047,Goel-Bhandari,Auto components,15,0.729,0.1,0.288,18213.59,0.31,0.128,0.0,0.027,0.196,0.388,0
MSME2048,"Lanka, Devi and Bhasin",Retail/Kirana,95,0.729,0.101,0.087,24583.56,0.026,0.142,13623.69,0.057,0.29,0.495,0
MSME2049,Chhabra and Sons,Textiles,12,0.705,0.298,0.069,4851.55,0.449,0.162,42648.84,0.253,0.469,0.356,0
MSME2050,"Ratta, Bhandari and Divan",Food & Beverage,10,0.47,0.096,0.082,26337.86,0.326,0.407,94119.83,0.234,0.186,0.718,1
MSME2051,Andra PLC,Auto components,78,0.826,0.112,0.331,49073.12,0.131,0.51,18737.65,0.207,0.161,0.46,0
MSME2052,Bobal Inc,Wholesale Trade,61,0.707,-0.006,0.133,15497.95,0.029,0.139,0.0,0.048,0.247,0.523,0
MSME2053,"Ratta, Sengupta and Naidu",Services,77,0.921,0.056,0.137,21279.23,0.057,0.283,38442.3,0.035,0.42,0.212,1
MSME2054,Kunda LLC,Services,92,0.827,0.098,0.082,23799.04,0.127,0.262,36055.85,0.155,0.408,0.389,0
MSME2055,Goda Ltd,Agri-trade,90,0.738,0.0,0.045,37937.61,0.263,0.057,52392.22,0.159,0.176,0.348,0
MSME2056,Salvi Ltd,Retail/Kirana,35,0.421,0.114,0.19,11794.96,0.461,0.383,0.0,0.348,0.317,0.629,1
MSME2057,"Sharma, Varughese and Bose",Textiles,12,0.747,0.122,0.091,24009.42,0.232,0.2,11633.83,0.054,0.173,0.694,1
MSME2058,"Karan, Dhaliwal and Saraf",Retail/Kirana,48,0.716,0.183,0.182,23401.37,0.71,0.282,0.0,0.067,0.282,0.231,0
MSME2059,"Amble, Bora and Dubey",Agri-trade,42,0.655,0.096,0.191,26068.45,0.368,0.248,13011.46,0.169,0.715,0.606,1
MSME2060,"Chana, Dey and Wali",Retail/Kirana,4,0.821,-0.052,0.156,22917.8,0.41,0.45,55807.85,0.15,0.343,0.515,0
MSME2061,Varghese-Nadkarni,Food & Beverage,51,0.86,0.027,0.56,23107.45,0.242,0.33,69976.88,0.19,0.128,0.241,0
MSME2062,Nayak Group,Wholesale Trade,51,0.892,-0.181,0.042,6264.07,0.337,0.334,82018.78,0.044,0.351,0.737,1
MSME2063,"Kannan, Doctor and Balakrishnan",Food & Beverage,70,0.585,0.095,0.2,7243.27,0.287,0.261,86401.98,0.278,0.066,0.475,1
MSME2064,Jayaraman Ltd,Food & Beverage,30,0.578,-0.004,0.165,26900.68,0.414,0.308,56781.77,0.015,0.184,0.485,0
MSME2065,Sarna Ltd,Manufacturing,22,0.799,0.1,0.03,4474.14,0.168,0.101,60093.65,0.044,0.138,0.729,0
MSME2066,Shankar Ltd,Food & Beverage,12,0.649,0.208,0.37,35202.83,0.127,0.184,78099.68,0.171,0.489,0.434,0
MSME2067,"Deol, Sane and Krishnan",Manufacturing,31,0.753,-0.034,0.225,13273.73,0.401,0.315,21699.21,0.016,0.104,0.303,0
MSME2068,"Dara, Rattan and Chandran",Textiles,89,0.929,-0.056,0.098,5645.41,0.059,0.033,3756.14,0.193,0.23,0.141,0
MSME2069,Choudhury and Sons,Wholesale Trade,29,0.816,0.089,0.121,1076.21,0.196,0.281,17603.41,0.184,0.365,0.232,0
MSME2070,Yohannan-Gandhi,Food & Beverage,14,0.788,0.161,0.378,30288.74,0.268,0.169,61531.14,0.065,0.295,0.38,0
MSME2071,"Dass, Kulkarni and Madan",Manufacturing,74,0.639,0.274,0.042,40666.81,0.393,0.076,106781.03,0.03,0.164,0.563,0
MSME2072,"Jani, Gaba and Sarraf",Retail/Kirana,28,0.643,0.08,0.181,12838.72,0.218,0.034,22112.17,0.104,0.283,0.647,1
MSME2073,Buch-Agarwal,Agri-trade,35,0.442,0.102,0.401,15654.45,0.128,0.468,51234.25,0.009,0.236,0.362,1
MSME2074,Tailor-Patil,Auto components,61,0.407,0.076,0.126,27258.7,0.157,0.357,31174.32,0.075,0.188,0.373,1
MSME2075,"Kohli, Saran and Soman",Services,70,0.735,-0.204,0.203,11478.52,0.081,0.261,55296.49,0.246,0.184,0.574,1
MSME2076,Oak-Bala,Auto components,91,0.911,0.159,0.217,13317.59,0.393,0.33,65801.32,0.042,0.068,0.571,0
MSME2077,Dhingra Group,Agri-trade,47,0.922,0.063,0.048,22927.18,0.503,0.099,43592.72,0.019,0.061,0.389,0
MSME2078,"Dasgupta, Vala and Prasad",Services,13,0.946,0.093,0.377,30330.78,0.228,0.406,39883.53,0.203,0.19,0.658,0
MSME2079,"Prakash, Boase and Basak",Wholesale Trade,27,0.532,-0.017,0.217,14590.13,0.231,0.137,57452.08,0.123,0.145,0.524,0
MSME2080,Sur Inc,Textiles,21,0.66,0.139,0.404,500.0,0.269,0.275,117799.84,0.107,0.209,0.558,0
MSME2081,Bobal Group,Textiles,82,0.54,0.093,0.139,21976.35,0.297,0.105,37700.3,0.136,0.374,0.63,0
MSME2082,Zachariah LLC,Agri-trade,35,0.639,-0.044,0.186,500.0,0.33,0.417,51646.38,0.11,0.037,0.286,0
MSME2083,Purohit-Bal,Textiles,35,0.784,-0.063,0.667,9923.2,0.43,0.069,52259.11,0.067,0.256,0.145,1
MSME2084,Gopal PLC,Wholesale Trade,19,0.334,0.074,0.182,50915.73,0.269,0.255,0.0,0.113,0.109,0.399,0
MSME2085,Ahuja Ltd,Auto components,14,0.653,-0.284,0.236,26962.24,0.203,0.434,84358.92,0.071,0.211,0.675,0
MSME2086,Shan-Divan,Wholesale Trade,29,0.784,-0.003,0.24,23478.81,0.512,0.281,0.0,0.051,0.101,0.639,0
MSME2087,Zachariah LLC,Food & Beverage,91,0.81,0.091,0.166,7213.17,0.351,0.358,60682.37,0.149,0.072,0.428,1
MSME2088,"Saha, Chacko and Behl",Textiles,33,0.63,0.209,0.437,23107.54,0.11,0.113,45382.3,0.057,0.243,0.384,0
MSME2089,Sampath-Chhabra,Retail/Kirana,59,0.822,0.031,0.177,7412.6,0.203,0.21,44938.51,0.23,0.282,0.276,1
MSME2090,Soman Inc,Auto components,53,0.83,-0.025,0.428,8396.82,0.114,0.11,22159.19,0.147,0.04,0.395,1
MSME2091,Dewan Ltd,Manufacturing,67,0.743,0.155,0.218,500.0,0.34,0.161,72925.66,0.137,0.197,0.544,1
MSME2092,Dara and Sons,Agri-trade,59,0.954,0.021,0.078,11931.0,0.104,0.259,22400.94,0.341,0.047,0.691,0
MSME2093,Raja-Deo,Textiles,76,0.717,-0.088,0.081,5512.07,0.269,0.183,44920.31,0.051,0.203,0.346,0
MSME2094,Prasad-Pau,Food & Beverage,66,0.798,-0.109,0.051,28660.83,0.458,0.392,72655.05,0.118,0.378,0.782,0
MSME2095,Khare Ltd,Food & Beverage,13,0.878,-0.125,0.366,13182.3,0.225,0.373,19469.66,0.2,0.129,0.394,1
MSME2096,"Hari, Kapur and Nagy",Manufacturing,55,0.96,0.138,0.075,13392.07,0.026,0.269,0.0,0.264,0.369,0.713,1
MSME2097,"Mall, Date and Sekhon",Services,45,0.776,0.044,0.196,8255.68,0.206,0.225,11048.31,0.136,0.244,0.522,0
MSME2098,Sagar-Karan,Textiles,14,0.89,0.041,0.238,500.0,0.318,0.352,56003.82,0.037,0.61,0.336,0
MSME2099,Sinha LLC,Wholesale Trade,24,0.78,0.496,0.509,26589.49,0.542,0.117,53159.84,0.336,0.084,0.46,1
MSME2100,"Bassi, Mandal and Loke",Food & Beverage,71,0.407,0.11,0.195,27069.65,0.539,0.563,3154.43,0.108,0.235,0.529,0
MSME2101,Toor-Apte,Agri-trade,89,0.907,0.056,0.469,31413.56,0.395,0.361,7836.83,0.068,0.136,0.615,0
MSME2102,Shah-Pau,Retail/Kirana,69,0.677,0.128,0.358,25079.03,0.419,0.185,43930.21,0.131,0.175,0.409,1
MSME2103,Sarin Group,Auto components,81,0.85,0.276,0.058,23425.12,0.55,0.198,55035.79,0.017,0.704,0.443,0
MSME2104,Dube Ltd,Services,74,0.686,0.036,0.067,23193.35,0.478,0.14,47285.87,0.294,0.293,0.503,1
MSME2105,"Kata, Borde and Dhar",Services,71,0.687,-0.048,0.135,27111.35,0.532,0.264,95300.24,0.067,0.122,0.643,0
MSME2106,Bobal LLC,Retail/Kirana,89,0.525,-0.095,0.133,24810.13,0.401,0.332,47501.8,0.207,0.194,0.295,0
MSME2107,Raj Group,Wholesale Trade,83,0.719,0.067,0.239,20376.9,0.257,0.378,52409.19,0.204,0.387,0.526,1
MSME2108,Mittal LLC,Auto components,89,0.746,0.145,0.023,20709.18,0.218,0.166,17985.1,0.013,0.205,0.626,0
MSME2109,"D’Alia, Dixit and Saraf",Auto components,87,0.833,-0.225,0.338,35484.76,0.112,0.191,44497.37,0.171,0.512,0.263,0
MSME2110,"Vala, Nagy and Merchant",Food & Beverage,63,0.886,0.196,0.112,36721.6,0.201,0.046,16853.32,0.226,0.527,0.103,0
MSME2111,Golla and Sons,Manufacturing,90,0.696,0.06,0.164,6930.05,0.171,0.041,49845.51,0.202,0.241,0.672,0
MSME2112,"Pal, Oak and Kumer",Services,89,0.722,0.182,0.107,21786.42,0.383,0.181,74487.96,0.068,0.257,0.888,0
MSME2113,Sen and Sons,Auto components,53,0.849,0.093,0.113,17346.53,0.305,0.465,69593.2,0.351,0.205,0.626,0
MSME2114,Uppal-Chandran,Food & Beverage,10,0.859,-0.111,0.314,13902.79,0.215,0.039,57278.97,0.012,0.144,0.591,1
MSME2115,Thakur Ltd,Textiles,81,0.744,0.14,0.079,10544.33,0.508,0.543,65861.37,0.017,0.08,0.682,0
MSME2116,Narayan-Pant,Retail/Kirana,70,0.325,0.307,0.182,15757.69,0.176,0.276,0.0,0.158,0.111,0.741,1
MSME2117,Bhat Group,Textiles,48,0.462,0.16,0.17,32294.78,0.749,0.467,20129.79,0.074,0.39,0.636,1
MSME2118,"Contractor, Halder and Saxena",Agri-trade,92,0.696,-0.014,0.065,16168.01,0.665,0.445,91847.59,0.051,0.128,0.717,1
MSME2119,Bandi PLC,Retail/Kirana,34,0.857,0.037,0.223,35314.54,0.592,0.043,3715.92,0.065,0.847,0.572,0
MSME2120,Agarwal LLC,Manufacturing,45,0.522,-0.083,0.148,15292.47,0.468,0.209,54733.87,0.08,0.259,0.346,1
MSME2121,Chokshi-Vora,Textiles,26,0.763,0.024,0.252,30776.41,0.281,0.145,79206.14,0.301,0.767,0.649,0
MSME2122,Sankaran Ltd,Auto components,67,0.76,-0.154,0.126,20492.23,0.183,0.26,30153.77,0.18,0.212,0.926,0
MSME2123,"Sheth, Hans and Chaudhari",Agri-trade,75,0.689,0.378,0.056,26385.38,0.24,0.288,107211.76,0.13,0.372,0.501,0
MSME2124,Kohli LLC,Auto components,50,0.666,-0.211,0.19,18956.83,0.13,0.167,51285.72,0.108,0.099,0.768,0
MSME2125,Sha Inc,Auto components,7,0.845,0.147,0.195,5096.77,0.302,0.188,63424.16,0.093,0.238,0.59,1
MSME2126,"Deo, Sami and Ram",Food & Beverage,27,0.558,0.052,0.16,34516.62,0.242,0.174,54434.64,0.23,0.162,0.363,0
MSME2127,Sarraf Ltd,Wholesale Trade,22,0.732,0.011,0.032,9242.33,0.515,0.063,16127.65,0.117,0.097,0.44,1
MSME2128,Barman PLC,Agri-trade,90,0.591,-0.255,0.144,29469.63,0.173,0.366,70314.12,0.002,0.169,0.773,0
MSME2129,"Manda, Rajan and Thakkar",Services,44,0.659,0.203,0.438,11775.44,0.48,0.359,0.0,0.121,0.428,0.426,1
MSME2130,Kala and Sons,Wholesale Trade,81,0.846,0.128,0.355,19388.08,0.426,0.203,59596.15,0.082,0.046,0.457,1
MSME2131,Konda-Dhar,Services,57,0.464,0.194,0.15,20764.88,0.178,0.232,46586.85,0.057,0.367,0.627,0
MSME2132,Raval-Sethi,Textiles,62,0.578,0.294,0.214,12440.4,0.073,0.234,40493.98,0.009,0.099,0.364,1
MSME2133,Morar Group,Retail/Kirana,56,0.669,0.196,0.099,6732.16,0.276,0.495,130901.48,0.195,0.145,0.543,1
MSME2134,Deshpande-Varma,Auto components,69,0.687,0.215,0.233,26542.82,0.494,0.3,49062.31,0.043,0.361,0.525,0
MSME2135,"Ramanathan, Pingle and Narula",Agri-trade,68,0.666,-0.053,0.047,22219.99,0.368,0.02,17052.47,0.091,0.083,0.452,0
MSME2136,Borde and Sons,Manufacturing,76,0.82,0.113,0.04,36061.84,0.336,0.166,22752.36,0.057,0.375,0.388,0
MSME2137,Uppal-Patla,Manufacturing,40,0.917,0.048,0.029,32676.76,0.297,0.317,82965.14,0.066,0.083,0.635,1
MSME2138,Halder Inc,Services,84,0.845,0.25,0.045,2798.32,0.169,0.142,8366.35,0.046,0.268,0.342,0
MSME2139,Oak and Sons,Services,90,0.755,-0.134,0.083,9119.67,0.269,0.208,69371.2,0.159,0.104,0.191,1
MSME2140,Shenoy-Hayer,Manufacturing,61,0.861,-0.244,0.126,7624.14,0.382,0.123,0.0,0.177,0.212,0.495,0
MSME2141,Raghavan-Ghosh,Manufacturing,48,0.864,0.256,0.29,38768.42,0.169,0.1,0.0,0.062,0.145,0.644,0
MSME2142,Verma-Jaggi,Food & Beverage,9,0.708,-0.094,0.206,38033.66,0.475,0.306,51158.92,0.048,0.315,0.496,1
MSME2143,"Sarkar, Khare and Mander",Food & Beverage,47,0.836,-0.039,0.044,20608.24,0.513,0.3,77531.47,0.029,0.15,0.197,0
MSME2144,"Bhavsar, Nigam and Devi",Retail/Kirana,54,0.619,0.133,0.073,13104.57,0.245,0.324,48244.52,0.092,0.387,0.244,1
MSME2145,"Suresh, Agrawal and Gulati",Auto components,40,0.742,0.068,0.308,16154.03,0.377,0.342,4229.57,0.302,0.218,0.581,0
MSME2146,Agate Inc,Auto components,52,0.748,0.264,0.369,8395.22,0.135,0.547,62531.32,0.253,0.448,0.143,1
MSME2147,Borde-Prasad,Food & Beverage,25,0.295,0.147,0.345,500.0,0.214,0.123,50844.04,0.192,0.636,0.705,0
MSME2148,"Merchant, Solanki and Vig",Agri-trade,12,0.555,-0.007,0.288,23001.94,0.111,0.128,37044.75,0.258,0.12,0.394,0
MSME2149,Atwal-Bedi,Food & Beverage,15,0.74,0.164,0.22,16004.46,0.234,0.513,81322.66,0.214,0.208,0.483,1
MSME2150,Bobal-Goyal,Auto components,82,0.59,-0.22,0.18,35267.16,0.263,0.341,23595.85,0.103,0.507,0.7,0
MSME2151,Barman-Nigam,Auto components,5,0.94,0.022,0.175,13160.21,0.141,0.547,0.0,0.208,0.09,0.24,0
MSME2152,"Kibe, Ray and Hari",Food & Beverage,7,0.763,0.035,0.066,15091.21,0.626,0.023,46939.29,0.026,0.134,0.121,0
MSME2153,Sahota LLC,Manufacturing,55,0.462,-0.03,0.062,33451.77,0.065,0.49,0.0,0.075,0.695,0.356,1
MSME2154,Hari Inc,Manufacturing,23,0.642,-0.177,0.296,500.0,0.247,0.128,73192.33,0.148,0.403,0.424,1
MSME2155,Sathe-Nagy,Agri-trade,7,0.918,-0.117,0.156,19435.27,0.254,0.083,55124.2,0.286,0.023,0.404,1
MSME2156,Lad Group,Auto components,71,0.65,0.042,0.093,3965.65,0.356,0.288,56657.63,0.138,0.316,0.393,0
MSME2157,"Lala, Chakrabarti and Biswas",Manufacturing,63,0.391,0.216,0.132,20113.76,0.335,0.527,116667.96,0.15,0.501,0.338,1
MSME2158,Dara PLC,Retail/Kirana,24,0.815,0.206,0.03,38475.8,0.159,0.188,49749.49,0.164,0.127,0.182,0
MSME2159,Saraf-Keer,Agri-trade,62,0.328,0.056,0.122,42313.06,0.29,0.4,69011.64,0.006,0.41,0.431,1
MSME2160,Chana Group,Services,94,0.841,0.283,0.205,16297.36,0.224,0.059,15102.17,0.07,0.283,0.519,0
MSME2161,Sachdev Group,Manufacturing,58,0.902,0.118,0.264,25835.18,0.466,0.286,42652.79,0.009,0.088,0.59,0
MSME2162,Rout-Ganesan,Manufacturing,25,0.743,0.251,0.2,29862.55,0.272,0.074,33168.45,0.053,0.348,0.542,0
MSME2163,"Sachdeva, Gokhale and Loke",Services,56,0.873,0.111,0.062,2227.57,0.127,0.213,100115.89,0.02,0.049,0.526,0
MSME2164,Banerjee-Bava,Auto components,41,0.687,0.166,0.232,13298.32,0.256,0.173,46380.21,0.137,0.065,0.347,0
MSME2165,"Kannan, Natt and Korpal",Agri-trade,16,0.861,0.077,0.125,16764.22,0.395,0.22,8684.0,0.191,0.211,0.765,0
MSME2166,"Lad, Mutti and Kari",Agri-trade,52,0.933,-0.081,0.386,14053.84,0.317,0.322,63049.66,0.073,0.137,0.708,0
MSME2167,"Boase, Krishnan and Wable",Agri-trade,62,0.504,0.138,0.12,13206.93,0.116,0.392,10437.38,0.189,0.07,0.505,1
MSME2168,Luthra-Anand,Food & Beverage,75,0.841,-0.036,0.398,25651.17,0.679,0.222,44010.74,0.274,0.087,0.419,0
MSME2169,Vig LLC,Agri-trade,45,0.779,0.081,0.088,6430.01,0.264,0.117,47818.83,0.114,0.192,0.23,0
MSME2170,Bal LLC,Auto components,30,0.657,0.047,0.062,13730.51,0.208,0.426,13380.83,0.032,0.431,0.563,0
MSME2171,Bir Inc,Retail/Kirana,75,0.774,0.079,0.221,32527.45,0.42,0.41,54217.31,0.034,0.099,0.496,0
MSME2172,"Kumar, Bansal and Anne",Services,82,0.397,0.061,0.142,21397.63,0.056,0.296,0.0,0.033,0.292,0.506,0
MSME2173,Shan-Keer,Retail/Kirana,82,0.673,0.218,0.201,21620.26,0.249,0.577,73478.08,0.027,0.196,0.685,0
MSME2174,"Biswas, Basu and Chad",Textiles,11,0.593,0.15,0.209,14327.12,0.268,0.069,49201.76,0.082,0.39,0.456,0
MSME2175,Sarraf Inc,Retail/Kirana,85,0.993,0.444,0.022,38114.51,0.213,0.574,84992.82,0.204,0.542,0.699,1
MSME2176,Gola Group,Manufacturing,12,0.424,-0.088,0.297,18966.08,0.352,0.215,19410.88,0.108,0.14,0.475,0
MSME2177,Kala Group,Food & Beverage,37,0.827,0.139,0.099,13411.32,0.222,0.127,88399.65,0.161,0.086,0.85,0
MSME2178,Khurana LLC,Retail/Kirana,87,0.749,0.072,0.3,1816.19,0.161,0.193,0.0,0.24,0.296,0.813,0
MSME2179,Badami-Kala,Agri-trade,29,0.798,0.205,0.254,30157.93,0.308,0.066,0.0,0.034,0.138,0.778,1
MSME2180,Yadav-Sarraf,Textiles,18,0.814,0.004,0.408,6979.62,0.54,0.172,9095.95,0.099,0.389,0.335,0
MSME2181,"Bala, Mohanty and Grewal",Manufacturing,68,0.794,-0.114,0.21,11920.74,0.245,0.337,62496.96,0.242,0.06,0.458,1
MSME2182,"Thakur, Nayar and Kant",Manufacturing,5,0.708,-0.032,0.198,6919.09,0.255,0.083,74669.03,0.21,0.286,0.578,0
MSME2183,Prakash-Date,Auto components,80,0.805,0.029,0.46,29181.77,0.084,0.225,42607.76,0.03,0.228,0.5,0
MSME2184,Solanki-Thaker,Food & Beverage,92,0.847,0.237,0.318,13808.01,0.005,0.21,65938.74,0.025,0.101,0.13,0
